rbd,NOM_RBD,RURAL_RBD,cupos_totales,vacantes,ponderacion
13342,COLEGIO PARTICULAR SAN FRANCISCO JAVIER,0,146,49,0.3
641,ESCUELA DE LAS CARDAS,1,65,22,0.3
740,ESCUELA PEDRO ENRIQUE ALFONSO BARRIOS,1,144,49,0.3
525,COLEGIO JAPON,0,648,224,0.3
628,ESCUELA DE PENUELAS,0,274,95,0.3
13552,COLEGIO CRISTIANO LA SERENA,0,244,85,0.3
798,ESCUELA EL PALQUI,0,1080,377,0.3
711,ESCUELA GUARDIAMARINA ERNESTO RIQUELME V,0,499,176,0.4
967,LICEO DOMINGO ORTIZ DE ROZAS,0,730,258,0.4
11111,LICEO ALBERTO GALLARDO LORCA,0,322,115,0.4
972,ESCUELA BASICA JORGE ARACENA RAMOS,0,330,118,0.4
686,ESCUELA BÁSICA MARIO AQUILES RODRIGUEZ,1,95,34,0.4
691,ESCUELA MUNICIPAL CIELO CLARO--PAIHUANO,0,195,70,0.4
13330,COLEGIO PARTICULAR PIERROT,0,281,101,0.4
13352,LICEO POLIV.PADRE JOSE HERDE P-LHER,0,455,164,0.4
527,COLEGIO HEROES DE LA CONCEPCION,0,682,246,0.4
682,ESCUELA DAGOBERTO CAMPOS NUNEZ,0,169,61,0.4
1048,LICEO NICOLAS FEDERICO LOHSE VARGAS,0,684,247,0.4
710,ESCUELA BASICA JOSE TOMAS OVALLE B.,0,336,122,0.4
620,ESCUELA JOSE ALFARO ALFARO,0,550,201,0.4
1078,ESCUELA BASICA JUAN ANTONIO RIOS,1,177,65,0.4
973,ESCUELA BASICA CLEMENCIA VILLARROEL,1,196,72,0.4
13553,COLEGIO SANTA HELENA COLLEGE,0,144,53,0.4
1013,LICEO DE SALAMANCA,0,490,181,0.4
562,COLEGIO CALETA SAN PEDRO,1,392,145,0.4
799,COLEGIO REPUBLICA DE CHILE,0,803,298,0.4
560,COLEGIO QUEBRADA DE TALCA,1,260,97,0.4
905,ESCUELA CHALINGA,1,115,43,0.4
13560,ESCUELA PADRE ALBERTO HURTADO CRUCHAGA,0,320,120,0.4
681,ESCUELA DE EL ARENAL,1,32,12,0.4
716,ESC.PADRE JOSEPH BENEDIKT STEGMEIER,0,545,207,0.4
13426,COLEGIO SAN LUCAS,0,255,97,0.4
13494,ESCUELA BASICA LA VILLA,0,430,164,0.4
688,ESCUELA DE CHAPILCA,1,34,13,0.4
947,ESCUELA AURORA DE CHILE,1,240,92,0.4
718,ESCUELA MARCOS MACUADA OGALDE,0,240,92,0.4
990,ESCUELA PARTICULAR LAS CANAS,1,305,117,0.4
737,ESCUELA BASICA VALENTIN LETELIER,1,230,89,0.4
561,COLEGIO EL ROMERAL,1,31,12,0.4
924,ESCUELA LOS ACACIOS,1,67,26,0.4
13637,COLEGIO HELLEN KELLER PEÑUELAS,0,324,127,0.4
625,ESCUELA TOMASA OLIVARES CAAMANO,0,260,102,0.4
634,ESCUELA DE HUACHALALUME,1,56,22,0.4
715,ESCUELA BASICA BERNARDO O¦HIGGINS RIQUELME,0,315,124,0.4
13394,CORAZON DE JESUS,0,420,166,0.4
522,COLEGIO JAVIERA CARRERA,0,654,259,0.4
774,COLEGIO PICHASCA,1,391,155,0.4
725,ESCUELA EL CRISOL,1,234,93,0.4
976,ESCUELA BASICA LAS PALMERAS DE LIMAHUIDA,1,180,72,0.4
678,ESCUELA AMELIA BARAHONA MUJICA,1,52,21,0.4
13341,COLEGIO PART. KOMVUX - COQUIMBO,0,356,144,0.4
614,ESCUELA PRESIDENTE ANIBAL PINTO,0,410,166,0.4
1051,ESCUELA BASICA TERESA CANNON DE B.,1,437,177,0.4
31221,COLEGIO RUKALAF,0,408,167,0.4
722,ESC. HEBERTO VELAZQUEZ VELAZQUEZ,0,344,141,0.4
932,ESCUELA UNION CAMPESINA,1,206,85,0.4
13606,COLEGIO LEONARDO DA VINCI - VICUÑA,0,1335,554,0.4
643,ESCUELA DE TAMBILLOS,1,200,83,0.4
635,ESCUELA DE TOTORALILLO,1,24,10,0.4
876,ESCUELA BASICA CLAUDIO MATTE,1,115,48,0.4
13358,ESCUELA JUAN RENDIC,1,275,115,0.4
523,ESCUELA ALONSO DE ERCILLA,0,330,139,0.4
639,ESCUELA DE LAS BARRANCAS,1,104,44,0.4
701,LICEO ESTELA AVILA DE PERRY,0,494,211,0.4
13576,LICEO TECNICO PROFESIONAL EDUCADOR JUAN BAUTISTA DE LA SALLE,0,470,202,0.4
747,ESCUELA CERRO TAMAYA,1,190,82,0.4
621,ESCUELA BASICA MARIO MUNOZ SILVA,0,298,129,0.4
780,ESCUELA BASICA TABAQUEROS,1,30,13,0.4
985,ESCUELA BASICA ASIENTO VIEJO,1,30,13,0.4
743,ESCUELA CARACHILLA,1,108,47,0.4
1059,ESCUELA CLARA VIAL ORREGO,1,225,98,0.4
935,ESCUELA SALALA,1,32,14,0.4
968,LICEO POLITECNICO PABLO RODRIGUEZ CAVIEDES,0,840,373,0.4
833,ESCUELA SANTA BERNARDITA,1,180,80,0.4
981,ESCUELA BASICA CHOAPA LINDO,1,18,8,0.4
1014,ESCUELA MATILDE SALAMANCA,0,535,238,0.4
13320,COLEGIO PARTICULAR TONGOY,0,105,47,0.4
837,ESCUELA ESPERANZA DE HUANA,1,125,56,0.4
693,ESCUELA BASICA HECTOR MANUEL HERNANDEZ,1,29,13,0.4
617,COLEGIO SANTA CECILIA,0,330,148,0.4
13512,COLEGIO JOAQUIN VICUÐA LARRAIN,0,430,195,0.5
730,ESCUELA BASICA LUCIA NUNEZ DE LA CUADRA,1,250,114,0.5
827,COLEGIO RIO GRANDE,0,364,166,0.5
556,ESCUELA DE ROMERO,1,285,130,0.5
518,LICEO TECNICO MARTA BRUNET,0,480,219,0.5
1019,ESCUELA BASICA CHILLEPIN,1,300,137,0.5
838,ESCUELA PROFESOR MANUEL ORTIZ QUINTANA,1,48,22,0.5
673,ESCUELA JOSE ABELARDO NUNEZ,0,270,124,0.5
669,ESCUELA NEFTALI REYES,0,269,124,0.5
543,COLEGIO ALTOVALSOL,1,288,133,0.5
656,LICEO PEDRO REGALADO S. VIDELA O.,0,372,173,0.5
868,ESCUELA AMERICA DE SUR,1,15,7,0.5
1020,ESCUELA BASICA GUISELA GAMBOA SALINAS,1,250,117,0.5
602,ESCUELA BASICA CARLOS CONDELL,1,248,117,0.5
516,LICEO GABRIELA MISTRAL DE LA SERENA,0,660,312,0.5
1100,ESC.BASICA CARLOS VIAL ESPANTOSO,1,150,71,0.5
896,ESCUELA PARTICULAR LA COLORADA,1,19,9,0.5
1052,ESCUELA BASICA PABLO BARRIOLHET,1,255,121,0.5
13463,COLEGIO CARLOS CONDELL DE LA HAZA,0,1020,484,0.5
608,ESCUELA DE LOS CHOROS,1,40,19,0.5
665,LICEO CARLOS ROBERTO MONDACA CORTES,0,652,311,0.5
817,ESCUELA NUEVA ESPERANZA DE PEJERREYES,1,23,11,0.5
937,ESCUELA ALCONES BAJOS,1,140,67,0.5
757,ESCUELA BASICA EL GUINDO,1,166,80,0.5
1055,ESCUELA LOS MAQUIS,1,29,14,0.5
11139,LICEO FERNANDO BINVIGNAT MARIN,0,720,349,0.5
657,ESCUELA LUIS CRUZ MARTINEZ,0,350,170,0.5
804,ESCUELA BASICA WENCESLAO VARGAS,1,336,165,0.5
13545,ESCUELA BASICA SAN FRANCISCO DE BORJA,0,480,238,0.5
733,ESCUELA PADRE DAMIAN HEREDIA,1,121,60,0.5
1063,ESCUELA,1,14,7,0.5
978,ESCUELA BASICA MATANCILLA,1,14,7,0.5
662,ESCUELA DE MAITENCILLO,1,20,10,0.5
13590,COLEGIO DE ADMINISTRACION Y COMERCIO EL INGENIO,0,620,314,0.5
1033,ESCUELA BASICA PANGUESILLO,1,150,76,0.5
542,ESCUELA DE LAMBERT,0,300,152,0.5
536,COLEGIO BERNARDA MORIN,0,293,150,0.5
848,ESCUELA ALEJANDRO CHELEN ROJAS,0,647,332,0.5
1072,ESCUELA PARTICULAR INFIERNILLO,1,60,31,0.5
13563,COLEGIO NUESTRA SEÑORA DEL ROSARIO,0,340,176,0.5
775,ESCUELA BASICA DE FUNDINA,1,27,14,0.5
790,ESCUELA BASICA EL ROMERAL,1,25,13,0.5
802,LICEO PRESIDENTE EDUARDO FREI MONTALVA,0,720,375,0.5
696,ESCUELA MUNICIPAL LA ORTIGA,1,23,12,0.5
